word,score,examples
دنن,37,"انن جنن حنن خنن رنن زنن سنن شنن صنن ضنن"
دهر,37,"اهر بهر جهر زهر سهر شهر صهر طهر ظهر عهر"
راح,37,"باح جاح داح زاح ساح شاح صاح طاح فاح قاح"
ربي,37,"ابي جبي حبي زبي سبي صبي عبي غبي لبي راي"
رهم,37,"اهم بهم جهم دهم سهم شهم فهم لهم مهم نهم"
زمر,37,"امر تمر ثمر جمر حمر خمر دمر ذمر سمر شمر"
زمم,37,"امم تمم ثمم جمم حمم خمم دمم ذمم رمم سمم"
ساد,37,"باد جاد حاد داد ذاد راد زاد شاد صاد ضاد"
سام,37,"تام جام حام دام ذام رام زام شام صام ضام"
سرد,37,"برد ثرد جرد حرد خرد زرد شرد صرد طرد غرد"
سهر,37,"اهر بهر جهر دهر زهر شهر صهر طهر ظهر عهر"
سوم,37,"جوم حوم دوم روم زوم شوم صوم طوم عوم قوم"
شرف,37,"ترف جرف حرف خرف ذرف زرف سرف صرف طرف ظرف"
شوب,37,"اوب بوب توب ثوب جوب ذوب روب صوب نوب شاب"
صاد,37,"باد جاد حاد داد ذاد راد زاد ساد شاد ضاد"
صوي,37,"اوي توي ثوي جوي حوي خوي دوي ذوي روي زوي"
طرر,37,"ارر برر جرر حرر خرر درر ذرر زرر سرر شرر"
عاق,37,"تاق حاق ذاق راق ساق شاق ضاق طاق فاق قاق"
عرم,37,"برم جرم حرم خرم درم شرم صرم ضرم غرم فرم"
علا,37,"الا بلا تلا جلا حلا خلا دلا سلا طلا غلا"
عنن,37,"انن جنن حنن خنن دنن رنن زنن سنن شنن صنن"
عنى,37,"انى بنى ثنى جنى حنى دنى رنى زنى غنى قنى"
غوي,37,"اوي توي ثوي جوي حوي خوي دوي ذوي روي زوي"
قبب,37,"ابب تبب جبب حبب خبب دبب ذبب ربب زبب سبب"
قرق,37,"ارق برق حرق خرق درق ذرق زرق سرق شرق طرق"
قرو,37,"ثرو جرو حرو ذرو سرو طرو عرو غرو كرو مرو"
قفر,37,"جفر حفر خفر زفر سفر شفر صفر ضفر طفر ظفر"
قفف,37,"افف تفف جفف حفف خفف دفف ذفف رفف زفف سفف"
قول,37,"اول بول جول حول خول دول رول زول سول شول"
كري,37,"بري ثري جري حري دري ذري زري سري شري صري"
كمم,37,"امم تمم ثمم جمم حمم خمم دمم ذمم رمم زمم"
لاق,37,"تاق حاق ذاق راق ساق شاق ضاق طاق عاق فاق"
ماد,37,"باد جاد حاد داد ذاد راد زاد ساد شاد صاد"
نحح,37,"احح بحح دحح ذحح سحح شحح صحح فحح قحح كحح"
نشل,37,"اشل فشل نال نبل نثل نجل نحل نخل ندل نذل"
نعب,37,"تعب جعب دعب رعب شعب صعب كعب لعب وعب ناب"
نقع,37,"بقع دقع رقع صقع فقع مقع وقع ناع نبع نجع"
نكا,37,"ذكا ركا زكا شكا لكا مكا وكا نبا نتا نثا"
نوا,37,"بوا سوا ضوا موا هوا نبا نتا نثا نجا نحا"
نوع,37,"جوع روع سوع شوع صوع ضوع طوع قوع كوع لوع"
هرم,37,"برم جرم حرم خرم درم شرم صرم ضرم عرم غرم"
هرى,37,"ارى برى جرى حرى درى ذرى زرى سرى شرى عرى"
هول,37,"اول بول جول حول خول دول رول زول سول شول"
هوم,37,"جوم حوم دوم روم زوم سوم شوم صوم طوم عوم"
هيل,37,"حيل خيل ذيل زيل سيل شيل عيل غيل فيل قيل"
ورع,37,"برع ترع جرع خرع درع ذرع زرع سرع شرع صرع"
ولف,37,"الف تلف جلف حلف خلف دلف ذلف زلف سلف صلف"
جاف,37,"حاف خاف داف ذاف راف زاف شاف صاف ضاف طاف"
الف,36,"تلف جلف حلف خلف دلف ذلف زلف سلف صلف ظلف"
انن,36,"جنن حنن خنن دنن رنن زنن سنن شنن صنن ضنن"
اوى,36,"ثوى حوى خوى دوى ذوى روى زوى سوى شوى صوى"
اوي,36,"توي ثوي جوي حوي خوي دوي ذوي روي زوي سوي"
بول,36,"اول جول حول خول دول رول زول سول شول صول"
جرى,36,"ارى برى حرى درى ذرى زرى سرى شرى عرى غرى"
جوف,36,"اوف حوف خوف دوف روف زوف سوف شوف صوف ضوف"
جوم,36,"حوم دوم روم زوم سوم شوم صوم طوم عوم قوم"
حجر,36,"اجر تجر دجر زجر سجر شجر ضجر عجر فجر نجر"
حدد,36,"بدد جدد خدد ردد سدد شدد صدد ضدد عدد غدد"
حلا,36,"الا بلا تلا جلا خلا دلا سلا طلا علا غلا"
حلف,36,"الف تلف جلف خلف دلف ذلف زلف سلف صلف ظلف"
حلو,36,"الو بلو تلو جلو خلو دلو سلو صلو طلو علو"
حود,36,"اود جود دود ذود رود زود سود طود عود قود"
خبب,36,"ابب تبب جبب حبب دبب ذبب ربب زبب سبب شبب"
خول,36,"اول بول جول حول دول رول زول سول شول صول"
درى,36,"ارى برى جرى حرى ذرى زرى سرى شرى عرى غرى"
دول,36,"اول بول جول حول خول رول زول سول شول صول"
ربع,36,"تبع سبع شبع صبع طبع قبع نبع راع رتع رجع"
ربق,36,"حبق دبق سبق شبق طبق عبق لبق وبق راق رتق"
رجن,36,"اجن دجن سجن شجن عجن لجن مجن هجن وجن ران"
رمل,36,"امل ثمل جمل حمل خمل دمل زمل سمل شمل عمل"
رها,36,"بها دها ذها زها سها شها طها فها لها مها"
زوى,36,"اوى ثوى حوى خوى دوى ذوى روى سوى شوى صوى"
سرا,36,"برا ثرا جرا حرا درا ذرا طرا عرا غرا قرا"
سرف,36,"ترف جرف حرف خرف ذرف زرف شرف صرف طرف ظرف"
سفف,36,"افف تفف جفف حفف خفف دفف ذفف رفف زفف شفف"
سلف,36,"الف تلف جلف حلف خلف دلف ذلف زلف صلف ظلف"
سوف,36,"اوف جوف حوف خوف دوف روف زوف شوف صوف ضوف"
شاح,36,"باح جاح داح راح زاح ساح صاح طاح فاح قاح"
طلل,36,"بلل تلل جلل حلل خلل دلل ذلل زلل سلل شلل"
عجر,36,"اجر تجر حجر دجر زجر سجر شجر ضجر فجر نجر"
عدد,36,"بدد جدد حدد خدد ردد سدد شدد صدد ضدد غدد"
عدي,36,"ادي بدي حدي ردي سدي صدي غدي فدي قدي كدي"
عرس,36,"ارس جرس حرس خرس درس سرس شرس ضرس طرس غرس"
عزر,36,"ازر جزر حزر خزر شزر غزر فزر نزر هزر وزر"
عطر,36,"اطر بطر خطر سطر شطر غطر فطر قطر مطر نطر"
علب,36,"الب ثلب جلب حلب خلب سلب صلب طلب غلب قلب"
علق,36,"الق حلق خلق دلق ذلق زلق سلق طلق غلق فلق"
علو,36,"الو بلو تلو جلو حلو خلو دلو سلو صلو طلو"
عود,36,"اود جود حود دود ذود رود زود سود طود قود"
عيف,36,"جيف حيف زيف سيف صيف ضيف طيف قيف كيف ليف"
غرا,36,"برا ثرا جرا حرا درا ذرا سرا طرا عرا قرا"
غرب,36,"ارب ترب ثرب جرب حرب خرب درب ذرب زرب سرب"
غرى,36,"ارى برى جرى حرى درى ذرى زرى سرى شرى عرى"
غلل,36,"بلل تلل جلل حلل خلل دلل ذلل زلل سلل شلل"
قاع,36,"باع جاع ذاع راع ساع شاع صاع ضاع طاع لاع"
قلف,36,"الف تلف جلف حلف خلف دلف ذلف زلف سلف صلف"
قوف,36,"اوف جوف حوف خوف دوف روف زوف سوف شوف صوف"
قيل,36,"حيل خيل ذيل زيل سيل شيل عيل غيل فيل كيل"
كار,36,"بار تار ثار جار حار خار دار زار سار شار"
كفف,36,"افف تفف جفف حفف خفف دفف ذفف رفف زفف سفف"
لوف,36,"اوف جوف حوف خوف دوف روف زوف سوف شوف صوف"
لون,36,"اون بون خون دون رون صون عون كون مون نون"
مرد,36,"برد ثرد جرد حرد خرد زرد سرد شرد صرد طرد"
مرس,36,"ارس جرس حرس خرس درس سرس شرس ضرس طرس عرس"
مرع,36,"برع ترع جرع خرع درع ذرع زرع سرع شرع صرع"
ميل,36,"حيل خيل ذيل زيل سيل شيل عيل غيل فيل قيل"
ناس,36,"باس جاس داس راس ساس طاس قاس كاس ماس ياس"
نجا,36,"حجا دجا رجا زجا سجا شجا فجا لجا هجا نبا"
نسا,36,"حسا خسا دسا رسا غسا فسا قسا كسا نبا نتا"
نسس,36,"اسس جسس حسس خسس دسس رسس عسس قسس مسس هسس"
نشش,36,"بشش جشش حشش خشش دشش رشش عشش غشش فشش قشش"
نطل,36,"اطل بطل خطل رطل عطل مطل هطل نال نبل نثل"
نفق,36,"افق خفق دفق رفق شفق صفق طفق عفق غفق لفق"
نقح,36,"لقح وقح ناح نبح نتح نجح نحح نزح نسح نصح"
نكب,36,"اكب ركب سكب مكب وكب ناب نبب نجب نحب نخب"
هرا,36,"برا ثرا جرا حرا درا ذرا سرا طرا عرا غرا"
همل,36,"امل ثمل جمل حمل خمل دمل رمل زمل سمل شمل"
وجر,36,"اجر تجر حجر دجر زجر سجر شجر ضجر عجر فجر"
ودى,36,"ادى ردى سدى صدى عدى غدى فدى ندى هدى يدى"
ورم,36,"برم جرم حرم خرم درم شرم صرم ضرم عرم غرم"
ارب,35,"ترب ثرب جرب حرب خرب درب ذرب زرب سرب شرب"
برا,35,"ثرا جرا حرا درا ذرا سرا طرا عرا غرا قرا"
برق,35,"ارق حرق خرق درق ذرق زرق سرق شرق طرق عرق"
جلف,35,"الف تلف حلف خلف دلف ذلف زلف سلف صلف ظلف"
جمر,35,"امر تمر ثمر حمر خمر دمر ذمر زمر سمر شمر"
جود,35,"اود حود دود ذود رود زود سود طود عود قود"
حبل,35,"ابل جبل خبل دبل ذبل ربل زبل سبل شبل طبل"
حبو,35,"ابو خبو ربو صبو طبو عبو غبو قبو كبو نبو"
حرك,35,"ارك برك ترك درك شرك عرك فرك ورك حاك حبك"
حلق,35,"الق خلق دلق ذلق زلق سلق طلق علق غلق فلق"
حلى,35,"الى بلى تلى جلى خلى دلى سلى صلى طلى على"
خبل,35,"ابل جبل حبل دبل ذبل ربل زبل سبل شبل طبل"
خفر,35,"جفر حفر زفر سفر شفر صفر ضفر طفر ظفر عفر"
خفف,35,"افف تفف جفف حفف دفف ذفف رفف زفف سفف شفف"
خمل,35,"امل ثمل جمل حمل دمل رمل زمل سمل شمل عمل"
خنن,35,"انن جنن حنن دنن رنن زنن سنن شنن صنن ضنن"
خوي,35,"اوي توي ثوي جوي حوي دوي ذوي روي زوي سوي"
درا,35,"برا ثرا جرا حرا ذرا سرا طرا عرا غرا قرا"
درب,35,"ارب ترب ثرب جرب حرب خرب ذرب زرب سرب شرب"
درع,35,"برع ترع جرع خرع ذرع زرع سرع شرع صرع ضرع"
دوم,35,"جوم حوم روم زوم سوم شوم صوم طوم عوم قوم"
رجو,35,"حجو دجو زجو سجو شجو نجو هجو ربو رتو رثو"
ردد,35,"بدد جدد حدد خدد سدد شدد صدد ضدد عدد غدد"
ركا,35,"ذكا زكا شكا لكا مكا نكا وكا ربا رتا رثا"
ركم,35,"اكم بكم حكم زكم شكم لكم هكم رام رثم رجم"
رهو,35,"بهو دهو ذهو زهو سهو شهو طهو فهو لهو مهو"
روس,35,"اوس بوس جوس دوس سوس شوس طوس قوس موس نوس"
زال,35,"بال جال حال خال دال سال شال صال ضال طال"
زام,35,"تام جام حام دام ذام رام سام شام صام ضام"
سرس,35,"ارس جرس حرس خرس درس شرس ضرس طرس عرس غرس"
سرق,35,"ارق برق حرق خرق درق ذرق زرق شرق طرق عرق"
سلا,35,"الا بلا تلا جلا حلا خلا دلا طلا علا غلا"
سمد,35,"امد جمد حمد خمد رمد صمد ضمد عمد غمد كمد"
شرم,35,"برم جرم حرم خرم درم صرم ضرم عرم غرم فرم"
شرى,35,"ارى برى جرى حرى درى ذرى زرى سرى عرى غرى"
شفف,35,"افف تفف جفف حفف خفف دفف ذفف رفف زفف سفف"
شوع,35,"جوع روع سوع صوع ضوع طوع قوع كوع لوع نوع"
صاف,35,"جاف حاف خاف داف ذاف راف زاف شاف ضاف طاف"
صال,35,"بال جال حال خال دال زال سال شال ضال طال"
صبب,35,"ابب تبب جبب حبب خبب دبب ذبب ربب زبب سبب"
صدد,35,"بدد جدد حدد خدد ردد سدد شدد ضدد عدد غدد"
صفف,35,"افف تفف جفف حفف خفف دفف ذفف رفف زفف سفف"
صلل,35,"بلل تلل جلل حلل خلل دلل ذلل زلل سلل شلل"
ضار,35,"بار تار ثار جار حار خار دار زار سار شار"
ضرر,35,"ارر برر جرر حرر خرر درر ذرر زرر سرر شرر"
طال,35,"بال جال حال خال دال زال سال شال صال ضال"
طرب,35,"ارب ترب ثرب جرب حرب خرب درب ذرب زرب سرب"
طور,35,"بور ثور جور حور خور دور زور سور شور صور"
عان,35,"بان جان حان خان دان ران زان شان صان ضان"
عرو,35,"ثرو جرو حرو ذرو سرو طرو غرو قرو كرو مرو"
